CGNDB ID,Geographical Name,ISO Language Code,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IARYO,Athabasca Landing Provincial Historic Site (Undeveloped),und,Undetermined,,Provincial Historic Site,Administrative Area,PARK,0cfff2c2849c20c3cb7e788429cc4b0a,54.7219444,-113.2819444,20-66-22-W4,Alberta,1000000,1988-02-29,AB-Ministry of Culture and Status of Women
IACKQ,Athabasca Pass,und,Undetermined,,Pass,Terrain Feature,VALL,59f4ca85ba3411d892e2080020a0f4c9,52.3822222,-118.1900000,39-2-W6,Alberta,50000,1953-06-04,AB-Ministry of Culture and Status of Women
IATZT,Athabasca Pass National Historic Site of Canada,und,Undetermined,,National Historic Site,Administrative Area,PARK,73fdad2dba3411d892e2080020a0f4c9,52.3833330,-118.1888900,39-2-W6,Alberta,1000000,2001-01-12,Parks Canada
IAQZZ,Athabasca River,crk,"nēhiyawēwin, Plains Cree",,River,Water Feature,RIV,6fda6935ba3411d892e2080020a0f4c9,58.6666667,-110.8333333,,Alberta,5000000,1948-12-30,AB-Ministry of Culture and Status of Women
IASTK,Atihk Sakahikun,cre,Cree,,Lake,Water Feature,LAKE,0cae0df0849c20c35d3f0b1c087859c7,58.7391667,-115.4836111,20-112-9-W5,Alberta,50000,1991-09-23,AB-Ministry of Culture and Status of Women
IACKT,Atikameg,und,Undetermined,,Hamlet,Populated Place,UNP,0c8355b4849c20c3575beb2632e2752b,55.9169444,-115.6513889,8-80-11-W5,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IACKV,Atikkamek Creek,und,Undetermined,,Creek,Water Feature,RIV,0c835672849c20c3781491e9a4e9423f,54.6066667,-116.8533333,65-19-W5,Alberta,1000000,1956-11-06,AB-Ministry of Culture and Status of Women
IACKW,Atim Creek,und,Undetermined,,Creek,Water Feature,RIV,0c835632849c20c3a132186b3d918f9b,53.5980556,-113.7558333,53-26-W4,Alberta,250000,1950-03-02,AB-Ministry of Culture and Status of Women
IACKX,Atim Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cff812c849c20c3d626b1f14fee2f4e,53.5936111,-113.8341667,7-53-26-W4,Alberta,50000,1962-11-01,AB-Ministry of Culture and Status of Women
IACKZ,Atkinson Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8356d2849c20c3099b833f326c8118,51.4186111,-114.8405556,30-28-6-W5,Alberta,250000,1934-11-24,AB-Ministry of Culture and Status of Women
IACLB,Atlee,und,Undetermined,,Locality,Populated Place,UNP,0c83575d849c20c374dcb49eddc4aa2c,50.8416667,-110.9502778,5-22-7-W4,Alberta,250000,1941-07-12,AB-Ministry of Culture and Status of Women
IACLC,Atmore,und,Undetermined,,Hamlet,Populated Place,UNP,0c835712849c20c3dc21ffe34654b245,54.8191667,-112.5497222,20-67-17-W4,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IACLD,Atusis Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8357df849c20c31343ffcde33e21e0,51.3130556,-113.0547222,27-22-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IACLE,Auburndale,und,Undetermined,,Locality,Populated Place,UNP,0c83579e849c20c3e65c269cba070e41,53.0583333,-110.8591667,18-47-6-W4,Alberta,250000,1940-05-21,AB-Ministry of Culture and Status of Women
IACLF,Audet Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c835924849c20c3617ff2343e47c692,57.6444445,-110.9122222,"99,100-6-W4",Alberta,250000,1950-06-02,AB-Ministry of Culture and Status of Women
IACLG,Auger Bay,und,Undetermined,,Bay,Water Feature,BAY,0c8358ca849c20c37482e7c5e68f0b53,55.3994444,-115.2533333,"74-8,9-W5",Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IACLH,Auger Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8359cd849c20c3db5bc60e7d2c8d0f,54.7208334,-112.5166667,66-17-W4,Alberta,250000,1948-01-06,AB-Ministry of Culture and Status of Women
IACLI,Aura Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83598b849c20c3716ba019517e4876,51.3344444,-114.9352778,28-27-7-W5,Alberta,50000,1932-01-05,AB-Ministry of Culture and Status of Women
IACLJ,Aurora Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,7ae89cf6ba3411d892e2080020a0f4c9,50.8250000,-115.5427778,21-12-W5,Alberta,250000,1957-10-03,AB-Ministry of Culture and Status of Women
IACLK,Avalanche Creek,und,Undetermined,,Creek,Water Feature,RIV,0c835a1f849c20c3d5650b0cc2d75ec0,53.5855555,-119.8652778,53-13-W6,Alberta,50000,1925-01-13,AB-Ministry of Culture and Status of Women
IACLL,Avalanche Pass,und,Undetermined,,Pass,Terrain Feature,VALL,5a0b38b6ba3411d892e2080020a0f4c9,53.6161111,-119.9108333,53-13-W6,Alberta,250000,1925-01-13,AB-Ministry of Culture and Status of Women
IACLN,Avenir,und,Undetermined,,Locality,Populated Place,UNP,0c835aad849c20c305a8f9c606b08041,55.0405555,-112.2808333,6-70-15-W4,Alberta,250000,1949-07-07,AB-Ministry of Culture and Status of Women
IACLO,Avion Ridge,und,Undetermined,,Ridge,Terrain Feature,MTN,0c835a60849c20c3f4aff04bd98f8b7d,49.1563888,-114.1138889,2-1-W5,Alberta,250000,1957-05-02,AB-Ministry of Culture and Status of Women
IASZP,Aye Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,ff55ae4dc6cd11d892e2080020a0f4c9,50.8444445,-115.6430556,,Alberta,250000,1970-12-15,AB-Ministry of Culture and Status of Women
IASHC,Aylmer Canyon,und,Undetermined,,Canyon,Terrain Feature,VALL,0cadad6a849c20c35f09ea5bcd512d3c,51.2922222,-115.4161111,,Alberta,50000,1924-03-31,AB-Ministry of Culture and Status of Women
IACWA,Aylmer Pass,und,Undetermined,,Pass,Terrain Feature,VALL,0c839088849c20c3823151f982e463d3,51.3177778,-115.4552778,27-11-W5,Alberta,50000,1961-03-15,AB-Ministry of Culture and Status of Women
IARPW,Aztec Lake,und,Undetermined,,Lake,Water Feature,LAKE,9ca8ab79c6cb11d892e2080020a0f4c9,52.4586111,-117.0108333,,Alberta,50000,1987-08-03,AB-Ministry of Culture and Status of Women
IACWC,Azure,und,Undetermined,,Locality,Populated Place,UNP,0c839115849c20c3241b64e9c9608712,50.5011111,-113.8700000,12-18-29-W4,Alberta,50000,1957-05-02,AB-Ministry of Culture and Status of Women
IACWE,Azure Lake,und,Undetermined,,Lake,Water Feature,LAKE,c4d468abd05211d892e2080020a0f4c9,53.4580556,-119.0025000,52-7-W6,Alberta,250000,1956-08-02,AB-Ministry of Culture and Status of Women
IACWF,Babel Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83919b849c20c34b2fde2f80464950,51.3327778,-116.1755556,27-16-W5,Alberta,50000,1952-04-03,AB-Ministry of Culture and Status of Women
IACWI,Babette Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8391dd849c20c382810f92de23cd9b,54.6469445,-113.0786111,26-65-21-W4,Alberta,250000,1952-08-14,AB-Ministry of Culture and Status of Women
IACWK,Bacon Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839260849c20c33805ba7702d6af5c,53.1619445,-116.7677778,48-19-W5,Alberta,250000,1944-11-28,AB-Ministry of Culture and Status of Women
IACWS,Bad Heart,und,Undetermined,,Locality,Populated Place,UNP,0c839326849c20c3840e1f70522cd178,55.4961111,-118.2825000,17-75-2-W6,Alberta,250000,1948-03-02,AB-Ministry of Culture and Status of Women
IACWT,Bad Heart River,und,Undetermined,,River,Water Feature,RIV,0c839368849c20c3a8fd5359ac93963f,55.5522222,-118.1930556,2-76-2-W6,Alberta,1000000,1948-03-02,AB-Ministry of Culture and Status of Women
IACWV,Bad Land Hills,und,Undetermined,,Hills,Terrain Feature,MTN,0c8393ab849c20c35f4d6cb81f83c867,50.0825000,-111.7625000,13-13-W4,Alberta,250000,1955-10-06,AB-Ministry of Culture and Status of Women
IADNO,Bad Rapids,und,Undetermined,,Rapids,Water Feature,RAP,0c83d108849c20c370a776c4faada193,57.0938889,-114.6400000,"93-4,5-W5",Alberta,50000,1955-02-02,AB-Ministry of Culture and Status of Women
IACWM,Badger Hill,und,Undetermined,,Hill,Terrain Feature,MTN,0c8392a1849c20c37a1ca95b72d0ef33,52.8219445,-110.9933333,44-7-W4,Alberta,250000,1954-07-08,AB-Ministry of Culture and Status of Women
IARAS,Badger Hill,und,Undetermined,,Hill,Terrain Feature,MTN,0c89fa46849c20c335aca77a9b24ae21,51.9211111,-112.1563889,24-34-16-W4,Alberta,50000,1986-07-28,AB-Ministry of Culture and Status of Women
IADNN,Badger Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83d084849c20c37adffeab79d53c28,50.3802778,-112.4644444,"30,31-16-18-W4",Alberta,250000,1971-03-03,AB-Ministry of Culture and Status of Women
IACWQ,Badger Pass,und,Undetermined,,Pass,Terrain Feature,VALL,0c8392e4849c20c36e5445f0b32be23d,51.4108333,-115.8933333,28-14-W5,Alberta,50000,1959-12-10,AB-Ministry of Culture and Status of Women
IACWX,Bailey Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83942f849c20c38d65f9395c75e139,52.9775000,-116.8366667,46-20-W5,Alberta,250000,1940-04-05,AB-Ministry of Culture and Status of Women
IADNP,Bailey Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83d0c5849c20c3cfdd35637c7f638e,59.9461111,-110.1705556,126-2-W4,Alberta,50000,1958-01-28,AB-Ministry of Culture and Status of Women
IACWY,Bailey Lakes,und,Undetermined,,Lakes,Water Feature,LAKE,0c8393ed849c20c393b2e6fb8ab9cfcb,53.5488889,-112.8933333,53-20-W4,Alberta,50000,1957-08-01,AB-Ministry of Culture and Status of Women
IARTT,Bailey's Bottom,und,Undetermined,,Bottom,Feature Associated with Vegetation,VEGL,0c8a098e849c20c30bf6dd81d51c493b,49.6319444,-112.9166667,E9-8-22-4,Alberta,250000,1987-05-05,AB-Ministry of Culture and Status of Women
IACXA,Bain,und,Undetermined,,Locality,Populated Place,UNP,0c839471849c20c35cd0158e95a389de,49.2738889,-110.3977778,6-4-3-W4,Alberta,50000,1947-03-13,AB-Ministry of Culture and Status of Women
IACXC,Baintree,und,Undetermined,,Locality,Populated Place,UNP,0c8394b1849c20c352d278c4089a237c,51.1733333,-113.2422222,35-25-24-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IACXD,Baird Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8394f3849c20c31ca20cef729afcd4,54.3413889,-114.4063889,62-3-W5,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IACXE,Baker Creek,und,Undetermined,,Creek,Water Feature,RIV,0cff87fb849c20c34a561a575e3c7050,51.3458333,-116.0694444,27-15-W5,Alberta,250000,1952-04-03,AB-Ministry of Culture and Status of Women
IACXF,Baker Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839574849c20c3fdedb830df7f6f29,51.4911111,-116.0405556,29-15-W5,Alberta,250000,1952-04-03,AB-Ministry of Culture and Status of Women
IADNQ,Baker Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83d149849c20c332e3023d531045c0,56.4336111,-110.1194444,"4,5,8,9-86-1-w4",Alberta,250000,1944-12-09,AB-Ministry of Culture and Status of Women
IACXG,Baker Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839533849c20c3a176d9d84f3cb568,53.0347222,-110.2502778,47-2-W4,Alberta,250000,1940-05-21,AB-Ministry of Culture and Status of Women
IACXJ,Bald Mountain Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8395b6849c20c33f92d16b080040ec,54.8905556,-118.6963889,68-5-W6,Alberta,250000,1957-10-03,AB-Ministry of Culture and Status of Women
IACXL,Balfour Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8395f8849c20c3149cee50e3bdae50,51.5922222,-116.3994444,25-30-18-W5,Alberta,50000,1975-08-14,AB-Ministry of Culture and Status of Women
IACXM,Balfour Glacier,und,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0cff883d849c20c33ac95764d59ff0b2,51.5719445,-116.4305556,30-18-W5,Alberta,50000,1924-03-31,AB-Ministry of Culture and Status of Women
IACXO,Balfour Pass,und,Undetermined,,Pass,Terrain Feature,VALL,7b57163fba3411d892e2080020a0f4c9,51.5872222,-116.4719444,30-18-W5,Alberta,250000,1924-03-31,AB-Ministry of Culture and Status of Women
IACXP,Balinhard Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83967b849c20c3fdca45b5c3fa969c,52.7758334,-117.3666667,44-24-W5,Alberta,50000,1925-05-05,AB-Ministry of Culture and Status of Women
IACXV,Ball Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8396ff849c20c3015c1ebc5b8ab21b,53.5205556,-113.2741667,26-52-23-W4,Alberta,250000,1950-03-02,AB-Ministry of Culture and Status of Women
IADNS,Ball Pass,und,Undetermined,,Pass,Terrain Feature,VALL,7b6ac450ba3411d892e2080020a0f4c9,51.1263889,-115.9886111,25-15-W5,Alberta,50000,1956-11-02,AB-Ministry of Culture and Status of Women
IADNT,Ball Range,und,Undetermined,,Range,Terrain Feature,MTN,5b5014d0ba3411d892e2080020a0f4c9,51.1505556,-115.9891667,25-15-W5,Alberta,250000,1952-04-03,AB-Ministry of Culture and Status of Women
IACXS,Ballantine,und,Undetermined,,Locality,Populated Place,UNP,0cff887e849c20c3fc144294116a2983,53.9172223,-114.5666667,17-57-4-W5,Alberta,250000,1950-04-06,AB-Ministry of Culture and Status of Women
IACXT,Ballater,und,Undetermined,,Former Post Office,Populated Place,UNP,bd993833c6cd11d892e2080020a0f4c9,55.5769444,-117.1841667,17-76-21-W5,Alberta,50000,1988-12-31,AB-Ministry of Culture and Status of Women
IACXX,Balm,und,Undetermined,,Locality,Populated Place,UNP,0cff88c0849c20c388ca2ed002de7c01,53.9197222,-115.2644444,10-57-9-W5,Alberta,250000,1950-06-02,AB-Ministry of Culture and Status of Women
IACYB,Balzac,und,Undetermined,,Locality,Populated Place,UNP,0c839783849c20c37e39df73daafb832,51.2133334,-114.0094444,13-26-1-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IACYC,Banana Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839741849c20c3a267cd10e2f9114c,54.7197222,-113.8358333,66-26-W4,Alberta,250000,1952-06-06,AB-Ministry of Culture and Status of Women
IACYD,Banded Peak,und,Undetermined,,Peak,Terrain Feature,MTN,0c8397c6849c20c33013a91c65c1fa7b,50.7183333,-114.9180556,20-7-W5,Alberta,250000,1951-09-06,AB-Ministry of Culture and Status of Women
IACYE,Banff,und,Undetermined,,Town,Populated Place,TOWN,7b1af00ed05511d892e2080020a0f4c9,51.1777778,-115.5736111,25-12-W5,Alberta,15000000,1995-01-01,AB-Ministry of Culture and Status of Women
IATZH,Banff National Park of Canada,und,Undetermined,,National Park,Administrative Area,PARK,72996237ba3411d892e2080020a0f4c9,51.6000000,-116.0500000,,Alberta,5000000,2001-01-12,Parks Canada
IATZX,Banff Park Museum National Historic Site of Canada,und,Undetermined,,National Historic Site,Administrative Area,PARK,74213abeba3411d892e2080020a0f4c9,51.1733330,-115.5722200,35-25-12-W5,Alberta,1000000,2001-01-12,Parks Canada
IARXJ,Banff Training Area,und,Undetermined,,Canadian Forces Range and/or Training Area (C.F.T.A.),Constructed Feature,MIL,70257bfbba3411d892e2080020a0f4c9,51.2130560,-115.5344400,"7,8-26-11-W5",Alberta,50000,1990-09-01,National Defence
IACYG,Bangs Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839807849c20c35537251d61ec4a15,54.1561111,-111.0338889,"59,60-7-W4",Alberta,250000,1950-07-06,AB-Ministry of Culture and Status of Women
IADNU,Bank Bay,und,Undetermined,,Locality,Populated Place,UNP,0c83d1d1849c20c3aea6544d32e035f1,54.5705556,-110.2347222,34-64-2-W4,Alberta,250000,1945-07-28,AB-Ministry of Culture and Status of Women
IACYH,Bank Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839889849c20c31543b4015ed3b690,54.0252778,-119.7838889,58-13-W6,Alberta,250000,1958-12-04,AB-Ministry of Culture and Status of Women
IACYI,Bankfoot Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839848849c20c34c73637df16a48d2,51.6616667,-115.3086111,31-10-W5,Alberta,50000,1958-12-31,AB-Ministry of Culture and Status of Women
IACYJ,Bankhead,und,Undetermined,,Locality,Populated Place,UNP,0cff8901849c20c36e6a56d01916cb58,51.2075000,-115.5347222,12-26-12-W5,Alberta,50000,1956-11-02,AB-Ministry of Culture and Status of Women
IACYK,Banko Junction,und,Undetermined,,Railway Point,Populated Place,UNP,0cff8944849c20c37eb80be5a351050b,53.7472223,-113.5375000,17-55-24-W4,Alberta,50000,1980-09-10,AB-Ministry of Culture and Status of Women
IACYN,Bantry,und,Undetermined,,Locality,Populated Place,UNP,0c8398e0849c20c3491f2659c178676a,50.4938889,-111.7333333,5-18-13-W4,Alberta,50000,1941-12-07,AB-Ministry of Culture and Status of Women
IACYP,Baptiste Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839964849c20c34dcffc6f7346af5d,54.7666667,-113.4558333,4-67-23-W4,Alberta,250000,1948-01-06,AB-Ministry of Culture and Status of Women
IACYQ,Baptiste Lake,und,Undetermined,,Locality,Populated Place,UNP,0c839923849c20c3d1beade3813d60a0,54.7400000,-113.5366667,27-66-24-W4,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IADNV,Baptiste Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83d189849c20c30d79ff0fcd919331,54.7566667,-113.5605556,"66,67-24-W4",Alberta,1000000,1945-12-08,AB-Ministry of Culture and Status of Women
IACYS,Baptiste River,und,Undetermined,,Locality,Populated Place,UNP,0c8399a6849c20c3259e6f37f71cac32,52.6584720,-115.3011670,3-43-8-W5,Alberta,250000,1950-12-10,AB-Ministry of Culture and Status of Women
IACYT,Baptiste River,und,Undetermined,,River,Water Feature,RIV,0c8399e8849c20c38ff0a5147bd4af20,52.6736111,-115.0750000,42-8-W5,Alberta,1000000,1955-01-20,AB-Ministry of Culture and Status of Women
IATZZ,Bar U Ranch National Historic Site of Canada,und,Undetermined,,National Historic Site,Administrative Area,PARK,7448bfefba3411d892e2080020a0f4c9,50.4202780,-114.2444400,8-17-2-W5,Alberta,1000000,2001-01-12,Parks Canada
IACYW,Barbara Creek,und,Undetermined,,Creek,Water Feature,RIV,0cff8986849c20c3e07ee081f48c6094,53.6347222,-117.7094444,54-26-W5,Alberta,250000,1945-12-05,AB-Ministry of Culture and Status of Women
IACYX,Barbara Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839a6c849c20c35e75ce749f77a754,54.5305555,-110.8691667,64-6-W4,Alberta,1000000,1951-01-17,AB-Ministry of Culture and Status of Women
IACYY,Barber Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839a2a849c20c346f0bab1e78504dc,58.1033333,-110.8591667,105-6-W4,Alberta,250000,1954-06-03,AB-Ministry of Culture and Status of Women
IACYZ,Barbette Glacier,und,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c839aae849c20c3fa1b81ab2d37f437,51.7466667,-116.6163889,32-19-W5,Alberta,50000,1957-05-02,AB-Ministry of Culture and Status of Women
IACZA,Barbette Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,5ad2805bba3411d892e2080020a0f4c9,51.7261111,-116.6066667,32-19-W5,Alberta,50000,1995-09-06,AB-Ministry of Culture and Status of Women
IACZC,Bard Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839aef849c20c302787f7636950cd0,53.8166667,-114.0166667,56-1-W5,Alberta,250000,1950-04-06,AB-Ministry of Culture and Status of Women
IACZD,Bardo,und,Undetermined,,Locality,Populated Place,UNP,0c839b74849c20c30404578110382db5,53.2986111,-112.6875000,10-50-19-W4,Alberta,250000,1950-05-02,AB-Ministry of Culture and Status of Women
IACZE,Bare Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839b31849c20c3f926712cf9150799,49.2344444,-110.0144444,25-3-1-W4,Alberta,250000,1947-03-13,AB-Ministry of Culture and Status of Women
IACZF,Bare Range,und,Undetermined,,Range,Terrain Feature,MTN,0c839bf6849c20c38ea3f2a6d5a1e184,51.5800000,-115.7311110,30-13-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IACZG,Bargrave,und,Undetermined,,Locality,Populated Place,UNP,0c839bb6849c20c3315c520a8c148a18,51.5480555,-113.4730556,9-30-25-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IACZH,Barich,und,Undetermined,,Locality,Populated Place,UNP,0c839c7a849c20c3186cea5a07257a4b,54.1805556,-112.6266667,16-60-18-W4,Alberta,250000,1970-03-26,AB-Ministry of Culture and Status of Women
IACZJ,Baril Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839cfd849c20c3a844b69d47cb5eee,53.3722222,-116.8722222,3-51-20-W5,Alberta,250000,1958-09-04,AB-Ministry of Culture and Status of Women
IACZI,Baril Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839c38849c20c3640a22e30aa561f0,50.3625000,-114.6361111,16-5-W5,Alberta,250000,1943-12-08,AB-Ministry of Culture and Status of Women
IACZK,Baril Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839cbc849c20c3cb781e3164a31ef5,58.7652778,-111.6855556,"112,113-10,11-W4",Alberta,1000000,1954-06-03,AB-Ministry of Culture and Status of Women
IACZL,Baril Peak,und,Undetermined,,Peak,Terrain Feature,MTN,7b988b11ba3411d892e2080020a0f4c9,50.2994444,-114.7563889,15-6-W5,Alberta,250000,1924-03-31,AB-Ministry of Culture and Status of Women
IACZM,Baril River,und,Undetermined,,River,Water Feature,RIV,0c839d3e849c20c342fe3bfeddb11d8f,58.9161111,-111.7405556,114-11-W4,Alberta,250000,1954-06-03,AB-Ministry of Culture and Status of Women
IADNW,Barkenhouse Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83d214849c20c3434eff189f795e15,50.9019444,-112.3527778,"30,31-17-18-22-W4",Alberta,1000000,1971-03-03,AB-Ministry of Culture and Status of Women
IACZN,Barlee Junction,und,Undetermined,,Locality,Populated Place,UNP,0c839dc5849c20c341942cd071bfb555,53.0533333,-112.8238889,14-47-20-W4,Alberta,250000,1952-10-02,AB-Ministry of Culture and Status of Women
IACZO,Barlow,und,Undetermined,,Railway Point,Populated Place,UNP,0c839d84849c20c3dc91b40be05beb19,51.0080555,-113.9633333,34-23-29-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IACZQ,Barnaby Creek,und,Undetermined,,Creek,Water Feature,RIV,0c839e05849c20c32c58b67a57e48535,49.3652778,-114.3447222,9-5-3-W5,Alberta,50000,1962-03-31,AB-Ministry of Culture and Status of Women
IACZR,Barnaby Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839e47849c20c34e92950d5ef1e74e,49.3380555,-114.3819444,32-4-3-W5,Alberta,50000,1978-02-15,AB-Ministry of Culture and Status of Women
IAGDE,Barnaby Ridge,und,Undetermined,,Ridge,Terrain Feature,MTN,0c850b8c849c20c3356416a1b946de3f,49.3000000,-114.3666667,4-3-W5,Alberta,250000,1928-12-31,AB-Ministry of Culture and Status of Women
IACZS,Barnard Dent Group,und,Undetermined,,Group,Terrain Feature,MTN,7ba953f2ba3411d892e2080020a0f4c9,51.7430556,-116.9458333,32-21-W5,Alberta,250000,1957-10-03,AB-Ministry of Culture and Status of Women
IACZU,Barnegat,und,Undetermined,,Locality,Populated Place,UNP,0c839e88849c20c3c1568c409a575bf7,54.7925000,-111.8266667,8-67-12-W4,Alberta,250000,1952-08-14,AB-Ministry of Culture and Status of Women
IACZW,Barnes Ridge,und,Undetermined,,Ridge,Terrain Feature,MTN,0c839eca849c20c3278a92518154cc77,51.0580556,-114.6755556,24-5-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IACZZ,Barnett Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c839f0b849c20c33d65d08132b8742d,52.4897222,-113.7450000,40-26-W4,Alberta,250000,1955-11-03,AB-Ministry of Culture and Status of Women
IACZY,Barnett Lake,und,Undetermined,,Lake,Water Feature,LAKE,286dda2cc6ce11d892e2080020a0f4c9,52.2619444,-112.5813889,13-38-19-4W,Alberta,250000,1983-05-05,AB-Ministry of Culture and Status of Women
IACZX,Barnett Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cff89c8849c20c3f5085d8de58a41db,51.0719444,-113.2333333,25-24-24-W4,Alberta,50000,1976-03-12,AB-Ministry of Culture and Status of Women
IADAA,Barnwell,und,Undetermined,,Village,Populated Place,VILG,885c3690c6be11d892e2080020a0f4c9,49.7605556,-112.2633333,28-9-17-W4,Alberta,1000000,2004-01-01,AB-Ministry of Culture and Status of Women
IADAB,Barons,und,Undetermined,,Village,Populated Place,VILG,69054428d05511d892e2080020a0f4c9,49.9966667,-113.0830556,16-12-23-W4,Alberta,250000,1995-01-01,AB-Ministry of Culture and Status of Women
IADKU,Barr Creek,und,Undetermined,,Creek,Water Feature,RIV,7c1ef928ba3411d892e2080020a0f4c9,55.1866667,-119.9008333,34-71-13-W6,Alberta,250000,1961-03-02,AB-Ministry of Culture and Status of Women
IADKW,Barreyre Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c83c5f9849c20c30678f29393e192e7,54.2744445,-110.6950000,16-61-5-W4,Alberta,250000,1950-06-02,AB-Ministry of Culture and Status of Women
IADKX,Barrhead,und,Undetermined,,Town,Populated Place,TOWN,6932479cd05511d892e2080020a0f4c9,54.1216667,-114.4036111,59-3-W5,Alberta,7500000,1995-01-01,AB-Ministry of Culture and Status of Women
IADLA,Barricade Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,0c83c63b849c20c328c163c21c3a9bbd,53.4036111,-119.4822222,51-11-W6,Alberta,250000,1956-08-02,AB-Ministry of Culture and Status of Women
IAIZA,Barrier Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c86788d849c20c3654a4633f55b35bb,51.0172222,-115.0786111,24-8-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IADLC,Barrier Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,0c83c6be849c20c306734d2284ccd9fc,51.6575000,-115.6169444,31-12-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IAIZB,Barrow Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c86784d849c20c30bb68fe8ccd79b63,59.2508334,-111.2247222,"118-7,8-W4",Alberta,250000,1958-03-06,AB-Ministry of Culture and Status of Women
IADLD,Barry Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83c67c849c20c3a7e2eb6e7df89086,51.8441666,-114.9316667,21-33-7-W5,Alberta,250000,1937-11-02,AB-Ministry of Culture and Status of Women
IADLE,Bartman Reservoir,und,Undetermined,,Reservoir,Water Feature,LAKE,0c83c741849c20c36e96e35064337d64,51.1152778,-111.4527778,25-11-W4,Alberta,250000,1952-01-17,AB-Ministry of Culture and Status of Women
IARAT,Barton Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89fa04849c20c3c6da1549efd9be60,54.0350000,-114.5672222,"20,29,30-58-4-W5",Alberta,250000,1986-03-06,AB-Ministry of Culture and Status of Women
IADLF,Bartsch Creek,und,Undetermined,,Creek,Water Feature,RIV,0c83c6ff849c20c31186dfa32275b3f6,55.3941667,-116.9319444,12-74-20-W5,Alberta,250000,1954-01-14,AB-Ministry of Culture and Status of Women
